,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
2350,reported,Infor_mation,0.3773006796836853,Infor_mation,0.47579750418663025,information,0.4146903455257416,Infor_mation,0.3704608082771301,information,0.521386444568634,Infor_mation,0.3773006796836853,Infor_mation,0.38401567935943604
2351,reportedly,structures,0.4200547933578491,structures,0.49064159393310547,structures,0.46927207708358765,structures,0.4297059178352356,structures,0.5149528980255127,structures,0.4200547933578491,structures,0.44331079721450806
2352,reporters,transferring,0.4427188038825989,transferring,0.4968794584274292,transferring,0.5201781988143921,transferring,0.49437856674194336,transferring,0.5443229675292969,transferring,0.4427188038825989,transferring,0.4533255696296692
2353,reporting,whom,0.44636303186416626,support,0.5000115036964417,support,0.4316016435623169,subsequently,0.4218040108680725,support,0.48557740449905396,whom,0.44636303186416626,support,0.4149623513221741
2354,reports,whom,0.3896658420562744,downward_trend,0.5121504068374634,upward_trend,0.430846631526947,upward_trend,0.41774773597717285,trends,0.5305210947990417,whom,0.3896658420562744,who,0.3770539462566376
2355,represent,whom,0.42741286754608154,Increasingly,0.4727821350097656,Increasingly,0.4501110315322876,suddenly,0.45843905210494995,Increasingly,0.5435514450073242,whom,0.42741286754608154,Increasingly,0.41547107696533203
2356,representatives,network,0.5089775323867798,network,0.5710775852203369,network,0.5567278265953064,network,0.5193877220153809,network,0.6038767099380493,network,0.5089775323867798,network,0.506466269493103
2357,represented,whom,0.4444422721862793,sufficiently,0.4272843301296234,elsewhere,0.4903602600097656,unless,0.5034260749816895,that,0.43638134002685547,whom,0.4444422721862793,who,0.46000397205352783
2358,representing,conflicts,0.4859820008277893,conflicts,0.5432689189910889,conflicts,0.49658143520355225,conflicts,0.4968390166759491,conflicts,0.5978835821151733,conflicts,0.4859820008277893,conflicts,0.4857993721961975
2359,represents,slashing,0.4887871742248535,cut,0.5515788793563843,cut,0.4793432056903839,slashing,0.5382969379425049,cut,0.5880641937255859,slashing,0.4887871742248535,slashing,0.4821898341178894
2360,reputation,whom,0.4087543189525604,contemporary,0.44404852390289307,contemporary,0.43522894382476807,contemporary,0.3887072205543518,contemporary,0.52243971824646,whom,0.4087543189525604,contemporary,0.41816630959510803
2361,request,whom,0.49340781569480896,wore,0.4986242949962616,wearing_khaki,0.4626038372516632,wore,0.49386999011039734,wear,0.5321371555328369,whom,0.49340781569480896,who,0.5083272457122803
2362,require,whom,0.46926265954971313,execs,0.6032777428627014,execs,0.4958432912826538,execs,0.5269964933395386,execs,0.5915815234184265,whom,0.46926265954971313,execs,0.4771047830581665
2363,required,Entry,0.42975473403930664,Entry,0.468589723110199,Entry,0.4882964491844177,Entry,0.43213003873825073,Entry,0.5168676972389221,Entry,0.42975473403930664,Entry,0.44872671365737915
2364,requirements,Bejiing,0.46079081296920776,China,0.5370345115661621,Hohhot_Inner_Mongolia,0.5345983505249023,China,0.47964197397232056,China,0.552046537399292,Bejiing,0.46079081296920776,Jinbao,0.4687797427177429
2365,requires,postseason,0.4704611897468567,playoffs,0.5243321657180786,postseason,0.463507741689682,postseason,0.5286296010017395,postseason,0.5881470441818237,postseason,0.4704611897468567,postseason,0.43901336193084717
2366,rescue,wireless_broadband,0.47350013256073,wireless_broadband,0.5429491400718689,wireless_broadband,0.50276780128479,wireless_broadband,0.48796841502189636,wireless_broadband,0.5830986499786377,wireless_broadband,0.47350013256073,wireless_broadband,0.45773059129714966
2367,research,L,0.4043339788913727,WILLOWBROOK_Nursing_Center,0.4448292851448059,OFFSHORE_INC._AND_SUBSIDIARIES,0.3821897506713867,subsequently,0.38275593519210815,Corp_MTB,0.45908230543136597,L,0.4043339788913727,L,0.407835453748703
2368,researchers,Arbutus_Volunteer_Fire,0.42938923835754395,Fire_Rescue,0.49929022789001465,fire,0.4575008749961853,fire,0.49324831366539,fire,0.5335354804992676,Arbutus_Volunteer_Fire,0.42938923835754395,Fire_Rescue,0.41968458890914917
2369,reserve,Each,0.6054993867874146,Each,0.6011061668395996,Each,0.6289355754852295,Each,0.5959984064102173,Each,0.6430794596672058,Each,0.6054993867874146,Each,0.6112085580825806
2370,resident,L,0.4482550323009491,Joe_Feagin_sociologist,0.45785731077194214,Joe_Feagin_sociologist,0.4495850205421448,L,0.4265745282173157,Joe_Feagin_sociologist,0.4920273423194885,L,0.4482550323009491,L,0.45534276962280273
2371,residential,Center,0.4097074568271637,Centres,0.45589205622673035,Centres,0.4207598567008972,Center,0.39084506034851074,Center,0.43594110012054443,Center,0.4097074568271637,Centres,0.4362834692001343
2372,residents,whom,0.5182899236679077,meanings,0.4435197710990906,which,0.41657647490501404,until,0.4382750689983368,meanings,0.4665713906288147,whom,0.5182899236679077,who,0.46814170479774475
2373,resolution,thigh,0.4644814133644104,thigh,0.5005227327346802,thigh,0.47404852509498596,thigh,0.4867866635322571,thigh,0.48987671732902527,thigh,0.4644814133644104,thigh,0.45516085624694824
2374,resources,whom,0.4515550136566162,meant,0.5160950422286987,intending,0.46828389167785645,intending,0.46457189321517944,meant,0.49172475934028625,whom,0.4515550136566162,intending,0.42130976915359497
2375,respect,whom,0.4396110773086548,specific,0.4696260690689087,specific,0.4360074996948242,appropriately,0.4504464268684387,specific,0.5288283824920654,whom,0.4396110773086548,suitable,0.41237038373947144
2376,respectively,exceptional,0.47306501865386963,superb,0.472147136926651,exceptional,0.4491231441497803,exceptional,0.45097315311431885,exceptional,0.561139702796936,exceptional,0.47306501865386963,exceptional,0.45540133118629456
2377,respond,NC,0.48236504197120667,NC,0.5549258589744568,NC,0.4905964434146881,NC,0.5168554782867432,NC,0.5788655877113342,NC,0.48236504197120667,NC,0.44341421127319336
2378,responded,whom,0.470733642578125,involing,0.45527511835098267,in,0.49095216393470764,after,0.42386317253112793,concerning,0.4211570918560028,whom,0.470733642578125,including,0.43887171149253845
2379,response,whom,0.4583815634250641,stands,0.4567393660545349,in,0.40891122817993164,leapt,0.42840465903282166,sat,0.47076135873794556,whom,0.4583815634250641,sat,0.38794276118278503
2380,responsibility,whom,0.4486329257488251,head,0.41242966055870056,head,0.4292077422142029,head,0.44304630160331726,head,0.4716416001319885,whom,0.4486329257488251,who,0.41276174783706665
2381,responsible,rescuing,0.49423354864120483,resuce,0.5223720073699951,resuce,0.47954636812210083,resuce,0.4776518940925598,resuce,0.5393705368041992,rescuing,0.49423354864120483,rescuing,0.46963614225387573
2382,rest,walks,0.4563104510307312,walk,0.48550230264663696,walk,0.44522616267204285,jogging,0.44276005029678345,walk,0.53155916929245,walks,0.4563104510307312,who,0.4678953289985657
2383,restaurant,whom,0.44461530447006226,Mohsen_Hamadi,0.48284289240837097,Mohsen_Hamadi,0.5183306336402893,subsequently,0.4024466276168823,Mohsen_Hamadi,0.5068475604057312,whom,0.44461530447006226,Mohsen_Hamadi,0.42654216289520264
2384,result,whom,0.39068108797073364,material,0.46523258090019226,material,0.4299314618110657,subsequently,0.4264267385005951,material,0.5473728775978088,whom,0.39068108797073364,material,0.4085720181465149
2385,results,sent,0.47593390941619873,sent,0.5817841291427612,sent,0.5016756057739258,sent,0.4951636493206024,sent,0.5698486566543579,sent,0.47593390941619873,sent,0.48691773414611816
2386,retail,Mutilated_bodies,0.4436124265193939,Bodies,0.5122824311256409,Mutilated_bodies,0.5002192258834839,body,0.43547213077545166,corpses,0.5150562524795532,Mutilated_bodies,0.4436124265193939,corpses,0.4436645805835724
2387,retired,heavy_snowfall,0.4777843654155731,snowfall,0.5251424312591553,snowy,0.5184245705604553,snowfall,0.49810951948165894,snowfall,0.5978881120681763,heavy_snowfall,0.4777843654155731,heavy_snowfall,0.4658477306365967
2388,retirement,steelheads,0.4595191776752472,mussels,0.5206054449081421,trout,0.4812077283859253,trout,0.4919896125793457,trout,0.5380670428276062,steelheads,0.4595191776752472,freshwater_fish,0.4585382640361786
2389,return,whom,0.4581373333930969,thinks,0.4403143525123596,in,0.4122462868690491,felt,0.4276932179927826,feel,0.4974260926246643,whom,0.4581373333930969,who,0.48862141370773315
2390,returned,mayor,0.5247843265533447,mayor,0.5660886764526367,mayor,0.5108370780944824,mayor,0.5248478651046753,mayor,0.5955124497413635,mayor,0.5247843265533447,mayor,0.4855470657348633
2391,returning,Ivan_Boiko,0.45544177293777466,Deputy,0.4775727391242981,Deputy,0.41887691617012024,chief,0.4326540231704712,Deputy,0.5029416680335999,Ivan_Boiko,0.45544177293777466,dep_uty,0.4464336037635803
2392,returns,kilometer,0.48240989446640015,kilometer,0.536558210849762,miles,0.5593058466911316,miles,0.4952656030654907,miles,0.5711812973022461,kilometer,0.48240989446640015,kilometer,0.4644290506839752
2393,revealed,Olympic_gold_medalist,0.46560585498809814,Olympics,0.5061631798744202,Olympics,0.45001208782196045,Olympics,0.4850482642650604,Olympics,0.5544654130935669,Olympic_gold_medalist,0.46560585498809814,Olympic_medalists,0.4535430669784546
2394,revenue,pasengers,0.4781839847564697,pasengers,0.5253775715827942,Passengers,0.5066965818405151,passenger,0.512454628944397,pasengers,0.5345119833946228,pasengers,0.4781839847564697,pasengers,0.48144328594207764
2395,revenues,whom,0.5022298097610474,Except,0.39323753118515015,in,0.4974263608455658,unless,0.4654863774776459,exactly,0.4332028925418854,whom,0.5022298097610474,who,0.45011746883392334
2396,review,FOX,0.45020076632499695,FOX,0.5291483998298645,FOX,0.42157673835754395,FOX,0.44623690843582153,FOX,0.5567119121551514,FOX,0.45020076632499695,FOX,0.4481801390647888
2397,rich,senior,0.5287100076675415,Junior,0.4483494460582733,senior,0.4121159017086029,senior,0.42970263957977295,senior,0.4737735092639923,senior,0.5287100076675415,senior,0.4755774736404419
2398,ride,Network_Appliance_NetApp,0.4448544383049011,Storage,0.4980463981628418,Storage,0.4690934717655182,Network_Appliance_NetApp,0.4686529040336609,Storage,0.5188474655151367,Network_Appliance_NetApp,0.4448544383049011,Network_Appliance_NetApp,0.44921499490737915
2399,right,shops,0.43878173828125,shops,0.5262826681137085,shops,0.5029507875442505,store,0.45768505334854126,shops,0.5426406860351562,shops,0.43878173828125,who,0.4340335726737976
2400,rights,Clark,0.4945279657840729,Clark,0.5167833566665649,Clark,0.48984435200691223,Clark,0.4843292534351349,Clark,0.5672496557235718,Clark,0.4945279657840729,Clark,0.4637160301208496
2401,rise,Middle_Eastern,0.4494073987007141,Middle_Eastern,0.473099946975708,Mideast,0.46788203716278076,Mideast,0.47564268112182617,Mideast,0.5600941181182861,Middle_Eastern,0.4494073987007141,Middle_Eastern,0.4625842869281769
2402,rising,whom,0.4866299331188202,meant,0.42679786682128906,in,0.44055479764938354,then,0.48139142990112305,exactly,0.5454427599906921,whom,0.4866299331188202,who,0.5129774808883667
2403,risk,several,0.5193012356758118,several,0.585118293762207,various,0.6017266511917114,several,0.5347859263420105,various,0.6323391199111938,several,0.5193012356758118,various,0.5057291984558105
2404,risks,tunes,0.4789043664932251,song,0.5294299125671387,tunes,0.4653821885585785,song,0.4865817725658417,tunes,0.5469985008239746,tunes,0.4789043664932251,tunes,0.48239028453826904
2405,rival,awarding,0.44748345017433167,awarding,0.539675772190094,awarding,0.4420328140258789,awarding,0.498065710067749,awarding,0.5226114392280579,awarding,0.44748345017433167,awarding,0.4470069706439972
2406,road,whom,0.441505491733551,trading,0.4635411202907562,trading,0.4429265558719635,trading,0.4687216281890869,trading,0.5035325288772583,whom,0.441505491733551,exchanged,0.4418882131576538
2407,roads,brother,0.5236963033676147,daughter,0.5450355410575867,twin_sister,0.48165053129196167,daughter,0.5104453563690186,daughter,0.5600870847702026,brother,0.5236963033676147,siblings,0.5143576264381409
2408,rock,possesion,0.4712616205215454,possesion,0.5428371429443359,possesion,0.4925767481327057,possesion,0.5069538950920105,possesion,0.5642591714859009,possesion,0.4712616205215454,possesion,0.45028138160705566
2409,role,whom,0.5012906789779663,understand,0.566375195980072,realizing,0.4804636240005493,realizing,0.5120632648468018,understand,0.5833249092102051,whom,0.5012906789779663,who,0.4618326723575592
2410,room,whom,0.43316084146499634,explain,0.4861209988594055,knowledge,0.43907496333122253,subsequently,0.398265540599823,understand,0.49305614829063416,whom,0.43316084146499634,knowledge,0.4278101623058319
2411,rose,five,0.5228644013404846,fifteen,0.5698646903038025,fifteen,0.5514976382255554,fifteen,0.535866379737854,fifteen,0.5900769233703613,five,0.5228644013404846,fourteen,0.512384295463562
2412,round,whom,0.4307432472705841,judicial,0.4591825008392334,judicial,0.4006865620613098,spokesman_Islam_Shahawan,0.37357503175735474,judicial,0.4757121205329895,whom,0.4307432472705841,who,0.445751428604126
2413,row,ratings,0.4981498122215271,ratings,0.5872080326080322,ratings,0.5174735188484192,ratings,0.5337857007980347,ratings,0.6042355298995972,ratings,0.4981498122215271,ratings,0.4949168562889099
2414,rule,pricey,0.4639773964881897,pricey,0.5700740814208984,pricey,0.5264811515808105,pricey,0.50868821144104,pricey,0.5970013737678528,pricey,0.4639773964881897,pricey,0.43374863266944885
2415,ruled,leapt,0.5198076367378235,leapt,0.5944783091545105,climbed,0.5340812802314758,leapt,0.5672326683998108,leapt,0.5762696862220764,leapt,0.5198076367378235,leapt,0.5429242849349976
2416,rules,improve,0.45881351828575134,improve,0.5246337056159973,improve,0.5126734375953674,improve,0.49159497022628784,improve,0.5759389996528625,improve,0.45881351828575134,improved,0.4291844367980957
2417,ruling,fraudulent,0.5021021366119385,fraudulent,0.5092731714248657,fraudulent,0.48422542214393616,fraudulent,0.518297016620636,fraudulent,0.5769377946853638,fraudulent,0.5021021366119385,fraudulent,0.5124289393424988
2418,run,exotic_animals,0.48686856031417847,exotic_animals,0.5140681862831116,animal,0.5037386417388916,animal,0.49595773220062256,exotic_animals,0.5747548937797546,exotic_animals,0.48686856031417847,felines,0.46654772758483887
2419,running,Abram_LaRue,0.41219788789749146,Abram_LaRue,0.44460397958755493,Abram_LaRue,0.3896337151527405,Abram_LaRue,0.4046865999698639,Abram_LaRue,0.4484138488769531,Abram_LaRue,0.41219788789749146,who,0.4453866481781006
2420,runs,Technolgy,0.4485093355178833,Technolgy,0.49403929710388184,Technolgy,0.4609948396682739,Technolgy,0.43835532665252686,Technolgy,0.494021475315094,Technolgy,0.4485093355178833,Technolgy,0.3979792296886444
2421,rural,whom,0.4349833130836487,devoted,0.5146594643592834,devoted,0.4361675977706909,dedicating,0.4450036287307739,devoted,0.5417982339859009,whom,0.4349833130836487,devoted,0.4616718292236328
2422,s,whom,0.41175132989883423,Tight,0.44325152039527893,Tight,0.4565299153327942,Tight,0.42918285727500916,Tight,0.5091667771339417,whom,0.41175132989883423,Tight,0.40103718638420105
2423,safe,lawyer,0.5198795795440674,attorneys,0.5865069627761841,attorneys,0.5016122460365295,attorneys,0.5252939462661743,attorneys,0.6248732805252075,lawyer,0.5198795795440674,attorneys,0.5346106290817261
2424,safety,set,0.435904324054718,set,0.47633934020996094,set,0.46638914942741394,set,0.48371046781539917,set,0.5439968109130859,set,0.435904324054718,who,0.37734395265579224
2425,said,whom,0.4323916435241699,linking,0.5189831256866455,linking,0.4602457582950592,subsequently,0.43885722756385803,linking,0.46849530935287476,whom,0.4323916435241699,implicated,0.4193050265312195
2426,sale,whom,0.4538116753101349,Providers,0.4830572009086609,pro_viders,0.4492129683494568,Providers,0.4084579646587372,Providers,0.5235733985900879,whom,0.4538116753101349,pro_viders,0.43549418449401855
2427,sales,Investigators,0.5165947675704956,Investigators,0.5661330223083496,Investigators,0.549546480178833,FBI_agents,0.49760016798973083,Investigators,0.6085644960403442,Investigators,0.5165947675704956,Investigators,0.5272057056427002
2428,same,whom,0.42811834812164307,stood,0.44490519165992737,in,0.4016942083835602,stood,0.45592641830444336,stood,0.47160929441452026,whom,0.42811834812164307,stood,0.44320476055145264
2429,save,terror,0.5235626101493835,terror,0.5859413743019104,terror,0.5671887397766113,terror,0.5750524997711182,terror,0.648301362991333,terror,0.5235626101493835,terror,0.5253115296363831
2430,savings,whom,0.4097951054573059,forearm,0.3684139549732208,outside,0.37163859605789185,subsequently,0.4229654371738434,shoulder,0.42283758521080017,whom,0.4097951054573059,who,0.3908288776874542
2431,saw,whom,0.4517100155353546,freedoms,0.5160952210426331,freedoms,0.4427258372306824,freedoms,0.4509643316268921,freedoms,0.5625243186950684,whom,0.4517100155353546,freedoms,0.43632614612579346
2432,say,notices,0.44375401735305786,notices,0.5015591382980347,notices,0.4405708312988281,notices,0.45852792263031006,notices,0.5373788475990295,notices,0.44375401735305786,notices,0.4317101240158081
2433,saying,jailed,0.5794634819030762,jailed,0.561455488204956,convicted,0.4873112738132477,jailed,0.49979209899902344,convicted,0.5916424989700317,jailed,0.5794634819030762,jailed,0.571729838848114
2434,says,coaltion,0.47966495156288147,coaltion,0.5192409753799438,coaltion,0.4334038496017456,coaltion,0.4655630886554718,coaltion,0.5428166389465332,coaltion,0.47966495156288147,coaltion,0.48389968276023865
2435,scale,whom,0.47740069031715393,contact,0.3333336114883423,in,0.3968634605407715,before,0.37272340059280396,how,0.39095577597618103,whom,0.47740069031715393,who,0.4764971137046814
2436,scene,women,0.5176373720169067,women,0.5327808856964111,Womens,0.4887869656085968,Womens,0.4872255027294159,Womens,0.5382859706878662,women,0.5176373720169067,women,0.5233964920043945
2437,schedule,exercising,0.4303383231163025,excercise,0.5304474234580994,exercises,0.47633177042007446,exercising,0.4535055160522461,exercises,0.5629833936691284,exercising,0.4303383231163025,exercised,0.42624664306640625
2438,scheduled,Worldwide,0.4364011287689209,Worldwide,0.4479079842567444,Worldwide,0.45426830649375916,Worldwide,0.4198545813560486,Worldwide,0.48326581716537476,Worldwide,0.4364011287689209,Worldwide,0.4267541468143463
2439,scheme,settlements,0.4473421573638916,settlements,0.4806520640850067,Settlement,0.490228533744812,Settlement,0.4703807234764099,Settlement,0.5561553239822388,settlements,0.4473421573638916,settlements,0.44945913553237915
2440,school,disasters,0.43420082330703735,disasters,0.47457191348075867,Disaster,0.4310623109340668,calamity,0.4686180651187897,catastrophe,0.5584135055541992,disasters,0.43420082330703735,disasters,0.41325104236602783
2441,schools,assisting,0.47876739501953125,assisting,0.47294968366622925,assisting,0.44418102502822876,subsequently,0.41822516918182373,assisting,0.49664345383644104,assisting,0.47876739501953125,assisted,0.4566924571990967
2442,science,electronically,0.4401676654815674,Electronic,0.4614092707633972,Electronic,0.4621424973011017,electronically,0.45911288261413574,Electronic,0.5049302577972412,electronically,0.4401676654815674,electronically,0.4253149926662445
2443,scientists,playoff,0.5149024724960327,playoff,0.5664983987808228,playoff,0.5379573106765747,postseason,0.5589777231216431,playoff,0.6296122074127197,playoff,0.5149024724960327,postseason,0.4741944670677185
2444,score,whom,0.4487854242324829,coupled,0.4316396117210388,combined,0.394123911857605,combining,0.41578948497772217,combined,0.43789350986480713,whom,0.4487854242324829,combined,0.39887523651123047
2445,scored,whom,0.42967402935028076,applied,0.4895574450492859,applied,0.4552261233329773,applying,0.4496101438999176,applying,0.5069265961647034,whom,0.42967402935028076,applied,0.43084394931793213
2446,scores,whom,0.5113546252250671,sharing,0.4392423927783966,sharing,0.42541182041168213,sharing,0.47181302309036255,sharing,0.4885979890823364,whom,0.5113546252250671,exchanged,0.4076696038246155
2447,scoring,physician,0.5416345596313477,doctors,0.5488618612289429,physician,0.5156983137130737,physician,0.5205289125442505,physician,0.5993530750274658,physician,0.5416345596313477,physician,0.5301794409751892
2448,screen,US.,0.4566943049430847,US.,0.5133346319198608,US.,0.50742107629776,US.,0.4992845058441162,US.,0.5365124940872192,US.,0.4566943049430847,US.,0.4580457806587219
2449,sea,acomprehensive,0.39161765575408936,detailed,0.4877776503562927,detailed,0.4338545501232147,Comprehensive,0.4031881093978882,detailed,0.563410758972168,acomprehensive,0.39161765575408936,detailed,0.3924126923084259
2450,search,David,0.5414615869522095,Peter,0.558063268661499,Matthew,0.4821006655693054,Matthew,0.5115467309951782,David,0.584867000579834,David,0.5414615869522095,Matthew,0.49360862374305725
2451,season,earning,0.5923272371292114,earning,0.5563104152679443,earning,0.5588266253471375,earning,0.5682357549667358,earning,0.5970276594161987,earning,0.5923272371292114,earning,0.5908673405647278
2452,seasons,filling,0.4840945601463318,filling,0.5527881383895874,filling,0.509270429611206,filling,0.5049806833267212,filling,0.5925122499465942,filling,0.4840945601463318,filling,0.45350438356399536
2453,seat,whom,0.40845605731010437,pioneer_Gram_Parsons,0.41909608244895935,rocks,0.40272241830825806,star_Alejandra_Guzman,0.39665094017982483,punk_emo,0.46842700242996216,whom,0.40845605731010437,Eric_Clapton_Jimi_Hendrix,0.4093589782714844
2454,seats,whom,0.4305088520050049,fund,0.5070468187332153,Funds,0.46521568298339844,fund,0.43695640563964844,fund,0.510023295879364,whom,0.4305088520050049,Opportunities_Fund,0.4240593910217285
2455,second,titan,0.3921109139919281,behemoth,0.4671788215637207,behemoth,0.43109452724456787,titan,0.4258311092853546,behemoth,0.5054439902305603,titan,0.3921109139919281,giants,0.415159672498703
2456,seconds,DMSP_Information,0.42774927616119385,Please,0.5295575857162476,Please,0.4459383487701416,Please,0.4438778758049011,Please,0.5416452884674072,DMSP_Information,0.42774927616119385,DMSP_Information,0.432892769575119
2457,secret,suits,0.4592522382736206,suits,0.4863981604576111,suits,0.4599458575248718,suits,0.4686896502971649,suits,0.535584568977356,suits,0.4592522382736206,suits,0.44337746500968933
2458,secretary,whom,0.40294572710990906,LIfe,0.42834407091140747,Ruins_Fox_Searchlight,0.3730296194553375,subsequently,0.35607317090034485,LIfe,0.43415555357933044,whom,0.40294572710990906,who,0.39365193247795105
2459,section,whom,0.46172526478767395,owned,0.4769045114517212,owned,0.46151238679885864,owned,0.44072845578193665,owned,0.511323094367981,whom,0.46172526478767395,owned,0.46252959966659546
2460,sector,electricty,0.48243504762649536,electricty,0.6159628629684448,electricty,0.5185179114341736,electricty,0.5517967343330383,electricty,0.6029371023178101,electricty,0.48243504762649536,electricty,0.4787569046020508
2461,secure,whom,0.3937302827835083,interesting,0.5202929973602295,interesting,0.41133666038513184,thrilling,0.39810389280319214,interesting,0.5233900547027588,whom,0.3937302827835083,intriguing,0.3908490240573883
2462,securities,Winners,0.5042978525161743,winner,0.5168407559394836,Winners,0.5341247320175171,Winners,0.5302788019180298,Winners,0.5589221715927124,Winners,0.5042978525161743,Winners,0.4929521679878235
2463,security,beat,0.4777539372444153,beat,0.533328652381897,beat,0.47781816124916077,beat,0.4961908459663391,beat,0.5447747707366943,beat,0.4777539372444153,beaten,0.452231764793396
2464,see,protesting,0.5515173077583313,protesting,0.6055992841720581,protesting,0.52637779712677,protesting,0.519028902053833,protesting,0.6029925346374512,protesting,0.5515173077583313,protesting,0.524269163608551
2465,seeing,Although,0.6489018201828003,Although,0.6846590638160706,Although,0.6562370657920837,Although,0.6607564091682434,Although,0.7117165327072144,Although,0.6489018201828003,Although,0.6644560098648071
2466,seek,rejecting,0.5285493731498718,rejecting,0.6185189485549927,rejecting,0.5116891860961914,rejecting,0.5621886849403381,rejecting,0.6159029006958008,rejecting,0.5285493731498718,rejecting,0.5086346864700317
2467,seeking,tickets,0.5398739576339722,tickets,0.5836601257324219,tickets,0.5328022241592407,tickets,0.5348539352416992,tickets,0.6295347809791565,tickets,0.5398739576339722,tickets,0.533990740776062
2468,seem,Baptist_Church,0.5115153789520264,Presbyterian_Church,0.5136927962303162,Methodist_Church,0.528985321521759,Baptist_Church,0.5099057555198669,church,0.5633224248886108,Baptist_Church,0.5115153789520264,Baptist_Church,0.49152714014053345
2469,seemed,Richard,0.48027798533439636,Philip,0.47621774673461914,Alfred,0.4286656379699707,Edward,0.46065449714660645,William,0.5024147629737854,Richard,0.48027798533439636,who,0.4645167291164398
2470,seems,farmer,0.5115519762039185,growers,0.5424658060073853,farmer,0.4898022711277008,farmer,0.49005401134490967,growers,0.5869518518447876,farmer,0.5115519762039185,smallholders,0.46760252118110657
2471,seen,rides,0.49365949630737305,rides,0.5197539329528809,rides,0.46926939487457275,riding,0.4635657072067261,rides,0.5403211116790771,rides,0.49365949630737305,rides,0.4641854763031006
2472,sees,manufacturer,0.41600489616394043,manufacturer,0.5334596633911133,manufacturer,0.4776621460914612,manufacturer,0.4732544422149658,manufacturer,0.5476032495498657,manufacturer,0.41600489616394043,manufacturer,0.39478302001953125
2473,selected,headed,0.4794412851333618,headed,0.5128611326217651,headed,0.4847713112831116,headed,0.48231375217437744,headed,0.5294917225837708,headed,0.4794412851333618,headed,0.45480048656463623
2474,selection,whom,0.5979617238044739,Nonetheless,0.6190427541732788,Indeed,0.5683127641677856,When,0.599399983882904,Nonetheless,0.6573981046676636,whom,0.5979617238044739,Indeed,0.6020956635475159
2475,self,rules,0.42500853538513184,rules,0.5052535533905029,rules,0.4409930109977722,rules,0.4573676288127899,rules,0.541094958782196,rules,0.42500853538513184,recordkeeping_requirements,0.3870798349380493
2476,sell,Danieal_dan_YELL,0.45355719327926636,Murphy,0.450652152299881,Murphy,0.42180681228637695,Murphy,0.43495023250579834,Murphy,0.4605547785758972,Danieal_dan_YELL,0.45355719327926636,who,0.47479328513145447
2477,selling,whom,0.44245854020118713,model,0.49688172340393066,Models,0.44626718759536743,model,0.43029776215553284,model,0.5471352338790894,whom,0.44245854020118713,Models,0.4138430058956146
2478,send,whom,0.4684200584888458,begins,0.43177151679992676,in,0.4724160432815552,after,0.4757702946662903,end,0.4665600657463074,whom,0.4684200584888458,who,0.38334155082702637
2479,sending,whom,0.39560168981552124,Sport,0.442470908164978,Football,0.3703654408454895,Sport,0.39282068610191345,Sport,0.46573424339294434,whom,0.39560168981552124,who,0.3689424693584442
2480,senior,pioneering,0.416444331407547,cutting_edge,0.48761844635009766,cutting_edge,0.4652775526046753,cutting_edge,0.38850605487823486,cutting_edge,0.535309910774231,pioneering,0.416444331407547,Cray_XD1_supercomputer,0.3861319422721863
2481,sense,Last,0.5447140336036682,Last,0.5798572301864624,Later,0.5977103114128113,Later,0.668082594871521,Later,0.5983448028564453,Last,0.5447140336036682,Subsequently,0.556443989276886
2482,sent,whom,0.39746958017349243,forthcoming,0.5553616285324097,forthcoming,0.4295276999473572,during,0.43647393584251404,forthcoming,0.5584059953689575,whom,0.39746958017349243,forthcoming,0.4363998770713806
2483,sentence,CROWE_II_Staff,0.45403775572776794,writer_mkovak@observer-reporter.com,0.4725133180618286,writer_mkovak@observer-reporter.com,0.39692437648773193,writer_mkovak@observer-reporter.com,0.4249614179134369,writer_mkovak@observer-reporter.com,0.5094854831695557,CROWE_II_Staff,0.45403775572776794,CROWE_II_Staff,0.45868298411369324
2484,sentenced,perform,0.4456682503223419,perform,0.551214337348938,perform,0.5070889592170715,perform,0.49196451902389526,perform,0.5798289775848389,perform,0.4456682503223419,perfomed,0.46073436737060547
2485,separate,movies,0.46832114458084106,movies,0.528772234916687,movies,0.485381543636322,movies,0.48945003747940063,movies,0.5972414612770081,movies,0.46832114458084106,telefilms,0.4669862389564514
2486,series,whom,0.4510398507118225,weapons,0.4113328456878662,in,0.3877016305923462,whereupon,0.4298129081726074,weapons,0.4295538067817688,whom,0.4510398507118225,who,0.41962915658950806
2487,serious,divorced,0.5663924217224121,divorced,0.5860957503318787,divorced,0.5309203863143921,divorced,0.5546740293502808,divorced,0.6104038953781128,divorced,0.5663924217224121,divorced,0.5684959888458252
2488,seriously,Prosecutors,0.5701576471328735,prosectors,0.6076462268829346,Prosecutors,0.5326200723648071,Prosecutors,0.5287114381790161,prosectors,0.6352615356445312,Prosecutors,0.5701576471328735,Prosecutors,0.5713487863540649
2489,serve,agent,0.5009506940841675,agent,0.5101661682128906,Agents,0.47999367117881775,agent,0.49656328558921814,agent,0.5490372776985168,agent,0.5009506940841675,defensive_linemen_Mathias_Kiwanuka,0.4700375497341156
